"hourly_wage","age","occupation","race","education","sex","hispanic","marital_status","veteran_status","union","pension","citizenship_status","hours_weekly","state","total_income","employer_type","worker_status"
16.3,55,"Transportation And Material Moving","White","High school diploma or equivalent","Female",0,"Widowed",0,"No",1,1,40,"Colorado",41002,"Private employer","Part-time"
19,51,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Divorced",1,"No",0,1,99,"Colorado",85004,"Private employer","Full-time"
18,36,"Healthcare Support","White","Graduate degree","Female",0,"Divorced",0,"No",0,1,25,"Colorado",72710,"Private employer","Part-time"
17,21,"Transportation And Material Moving","White","Some college, no degree","Male",0,"Single",0,"No",1,1,16,"Colorado",26034,"Private employer","Part-time"
18,22,"Transportation And Material Moving","White","Some college, no degree","Male",0,"Single",0,"No",1,1,30,"Colorado",23606,"Private employer","Part-time"
16,34,"Personal Care And Service","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"No",0,1,48,"Colorado",20000,"Government employee","Part-time"
31.5,51,"Construction","White","Associate's degree","Male",0,"Married",0,"No",0,1,40,"Colorado",90005,"Private employer","Full-time"
20.55,51,"Office And Administrative Support","White","Associate's degree","Female",1,"Married",1,"No",0,1,40,"Colorado",60003,"Government employee","Full-time"
2.13,21,"Food Preparation And Serving","White","Some college, no degree","Female",1,"Single",0,"No",0,1,NA,"Colorado",28002,"Private employer","Part-time"
26.21,53,"Management, Business, Science, And Arts","White","Graduate degree","Male",0,"Married",0,"No",1,1,45,"Colorado",115001,"Private employer","Full-time"
15,47,"Office And Administrative Support","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"No",1,0,40,"Colorado",111000,"Private employer","Full-time"
26,20,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Colorado",54000,"Private employer","Full-time"
21.8,38,"Sales And Related","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,40,"Colorado",45914,"Private employer","Full-time"
25,42,"Transportation And Material Moving","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"Colorado",58800,"Private employer","Full-time"
19.42,42,"Sales And Related","White","Some college, no degree","Female",0,"Married",0,"No",1,1,40,"Colorado",20207,"Private employer","Full-time"
15,15,NA,"Black","High school or less","Male",0,"Single",NA,"No",NA,1,1,"Colorado",648,"Private employer","Part-time"
8,22,"Installation, Maintenance, And Repair","White","Some college, no degree","Female",1,"Single",0,"No",0,1,NA,"Colorado",26000,"Private employer","Full-time"
26.6,36,"Office And Administrative Support","Black","Graduate degree","Female",0,"Married",0,"No",1,1,40,"Colorado",63024,"Private employer","Full-time"
20.55,51,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Colorado",40310,"Private employer","Full-time"
45,42,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Married",0,"No",1,1,20,"Colorado",65765,"Private employer","Part-time"
36,33,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,43,"Colorado",66556,"Private employer","Full-time"
31.5,40,"Construction","White","Associate's degree","Male",0,"Married",0,"No",0,1,40,"Colorado",44100,"Private employer","Full-time"
16,19,"Office And Administrative Support","White","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,40,"Colorado",65000,"Private employer","Full-time"
16,18,"Office And Administrative Support","White","High school or less","Female",1,"Single",0,"No",0,1,32,"Colorado",6000,"Private employer","Part-time"
16,17,NA,"White","High school or less","Female",1,"Single",0,"No",NA,1,32,"Colorado",0,"Private employer","Part-time"
28,48,"Business Operations Specialists","White","Associate's degree","Male",0,"Married",0,"No",1,1,40,"Colorado",56075,"Government employee","Full-time"
21,43,"Healthcare Support","White","Associate's degree","Female",1,"Separated",0,"No",1,1,43,"Colorado",39360,"Private employer","Full-time"
19.99,32,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"Colorado",39800,"Private employer","Full-time"
26.09,51,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",1,1,40,"Colorado",51317,"Private employer","Full-time"
16,33,"Office And Administrative Support","Black","Bachelor's degree","Male",0,"Married",0,"No",0,0,40,"Colorado",4000,"Private employer","Part-time"
17,24,"Construction","White","Associate's degree","Male",0,"Single",0,"No",0,1,40,"Colorado",58000,"Private employer","Full-time"
23,26,"Education, Training, And Library","White","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,37,"Colorado",18020,"Private employer","Full-time"
18,45,"Healthcare Support","White","Associate's degree","Female",0,"Single",0,"No",1,1,25,"Colorado",100401,"Private employer","Part-time"
17,27,"Legal","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,40,"Colorado",33002,"Private employer","Full-time"
23,32,"Sales And Related","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"Colorado",50001,"Private employer","Full-time"
21,29,"Food Preparation And Serving","White","Some college, no degree","Male",0,"Single",0,"No",0,1,35,"Colorado",37002,"Private employer","Full-time"
14,54,"Transportation And Material Moving","Black","Associate's degree","Male",0,"Married",0,"No",1,1,40,"Colorado",38004,"Private employer","Full-time"
16,23,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,12,"Colorado",17006,"Private employer","Part-time"
16,16,"Transportation And Material Moving","White","High school or less","Male",0,"Single",NA,"Yes",0,1,16,"Colorado",3584,"Private employer","Part-time"
17,36,"Management, Business, Science, And Arts","White","High school or less","Female",0,"Divorced",0,"No",0,1,40,"Colorado",45000,"Private employer","Full-time"
16.56,32,"Protective Service","White","High school or less","Female",1,"Single",0,"No",1,1,40,"Colorado",34000,"Government employee","Full-time"
18,23,"Community And Social Services","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,15,"Colorado",80041,"Private employer","Part-time"
26,35,"Office And Administrative Support","White","Some college, no degree","Female",0,"Single",0,"No",0,1,32,"Colorado",39997,"Private employer","Part-time"
43,55,"Legal","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"Colorado",52500,"Private employer","Full-time"
22,21,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Colorado",25000,"Private employer","Full-time"
26.63,29,"Office And Administrative Support","White","Associate's degree","Female",0,"Single",0,"No",0,1,40,"Colorado",31000,"Private employer","Full-time"
31.5,38,"Construction","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Colorado",35000,"Private employer","Full-time"
42,58,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Divorced",0,"No",0,1,40,"Colorado",110634,"Private employer","Full-time"
9.6,25,"Building And Grounds Cleaning And Maintenance","Two or More Races","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,52,"Colorado",17000,"Private employer","Full-time"
15,51,"Personal Care And Service","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,60,"Colorado",23400,"Private employer","Full-time"
20,56,"Sales And Related","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"Colorado",70000,"Private employer","Full-time"
20.5,21,"Food Preparation And Serving","White","Some college, no degree","Female",0,"Single",0,"No",0,1,40,"Colorado",16640,"Private employer","Full-time"
9.5,17,"Food Preparation And Serving","White","High school or less","Male",0,"Single",0,"No",0,1,15,"Colorado",10301,"Private employer","Part-time"
9.5,16,"Food Preparation And Serving","White","High school or less","Male",0,"Single",NA,"No",0,1,15,"Colorado",5002,"Private employer","Part-time"
16.68,53,"Education, Training, And Library","White","Associate's degree","Female",0,"Married",0,"No",0,1,35,"Colorado",12001,"Private employer","Full-time"
19,62,NA,"White","Some college, no degree","Male",0,"Married",0,"No",NA,1,35,"Colorado",1,"Private employer","Part-time"
17.5,20,"Sales And Related","White","Some college, no degree","Male",0,"Single",0,"No",0,1,35,"Colorado",22200,"Private employer","Full-time"
17,18,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,35,"Colorado",7000,"Private employer","Full-time"
20,56,"Installation, Maintenance, And Repair","White","High school or less","Male",1,"Married",0,"No",1,0,40,"Colorado",47840,"Private employer","Full-time"
15,20,"Office And Administrative Support","White","Some college, no degree","Female",1,"Single",0,"No",0,1,20,"Colorado",17006,"Private employer","Part-time"
16,45,"Sales And Related","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,20,"Colorado",31382,"Private employer","Part-time"
15,69,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,20,"Colorado",27000,"Private employer","Part-time"
29,25,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Colorado",58004,"Private employer","Full-time"
21,38,"Transportation And Material Moving","White","Some college, no degree","Male",0,"Single",1,"No",1,1,40,"Colorado",48093,"Private employer","Full-time"
26,41,"Financial Specialists","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,50,"Colorado",62327,"Private employer","Full-time"
15,21,"Sales And Related","White","Some college, no degree","Male",1,"Single",0,"No",0,1,50,"Colorado",30011,"Private employer","Full-time"
17.5,21,"Building And Grounds Cleaning And Maintenance","White","Some college, no degree","Female",0,"Single",0,"No",1,1,25,"Colorado",21500,"Private employer","Part-time"
21,73,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,36,"Colorado",39833,"Private employer","Part-time"
52,31,"Installation, Maintenance, And Repair","White","Some college, no degree","Male",0,"Single",0,"Yes",1,1,40,"Colorado",85040,"Private employer","Full-time"
17.11,31,"Healthcare Support","White","Some college, no degree","Male",0,"Divorced",1,"No",0,1,50,"Colorado",26051,"Private employer","Part-time"
21.95,35,"Sales And Related","Black","Some college, no degree","Female",0,"Divorced",0,"No",0,1,40,"Colorado",26001,"Private employer","Part-time"
19,20,"Transportation And Material Moving","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"Colorado",35000,"Private employer","Full-time"
15,22,"Sales And Related","White","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,40,"Colorado",56010,"Private employer","Full-time"
22,40,"Transportation And Material Moving","White","High school or less","Male",0,"Married",0,"Yes",0,1,40,"Colorado",50010,"Private employer","Full-time"
28,40,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Colorado",74006,"Private employer","Full-time"
15.5,27,"Food Preparation And Serving","White","Associate's degree","Female",0,"Single",0,"No",0,1,20,"Colorado",6000,"Private employer","Part-time"
35.85,46,"Computer And Mathematical","White","Some college, no degree","Male",0,"Married",0,"No",0,1,40,"Colorado",140206,"Government employee","Full-time"
20.32,53,"Sales And Related","White","Some college, no degree","Female",0,"Married",0,"No",1,1,36,"Colorado",30012,"Private employer","Full-time"
19.5,27,"Construction","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Colorado",70000,"Private employer","Full-time"
15,16,"Food Preparation And Serving","White","High school or less","Female",0,"Single",NA,"No",1,1,36,"Colorado",2405,"Private employer","Full-time"
